id,cena,tip,po_izn,lokacija,grad,opstina,naselje,ulica,povrsina,stanje,sprat,godina,spratnost,uknjizenost,grejanje,sobnost,parking,garaza,useljivo,lift,infrastruktura,tipobjekata,namestenost,opremljenost,unutrasnje,tipobjekta,kupatila,plac,etaza,url,kombinovana-lokacija,rastojanje,trajanje
9,300000.0,stan,prodaja,"Čubura, Vračar, Beograd",Beograd,Vračar,Čubura,Cara Nikolaja II,110.0,novo,1,2022.0,6.0,,centralno grejanje,4.0,ne,1 garažno mesto,,1.0,terasa,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/cubura-vracar-beograd/cetvorosoban-stan/63569d5aa1330182600245fa,"Cara Nikolaja II,Vračar",2.902,9.866666666666667
12,65000.0,stan,prodaja,"Bajlonijeva Pijaca, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Bajlonijeva Pijaca,Venizelosova,38.0,potrebno renoviranje,1,,2.0,da,grejanje na struju,1.0,ne,,da,0,,,,,,,,,,https://www.4zida.rs/prodaja-stanova/bajlonijeva-pijaca-stari-grad-opstina-beograd/jednosoban-stan/646215e4b01bcefe2b081e01,"Venizelosova,Stari Grad opština",0.938,3.8333333333333335
14,164999.0,stan,prodaja,"Neimar, Vračar, Beograd",Beograd,Vračar,Neimar,Hadži Melentijeva,53.0,,6,,6.0,da,centralno grejanje,1.0,ne,,,1.0,terasa,,prazno ,"telefon, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/neimar-vracar-beograd/jednosoban-stan/63ca786c4ced8f73560c6c3b,"Hadži Melentijeva,Vračar",3.03,10.733333333333333
16,599000.0,stan,prodaja,"Donji Dorćol, Dorćol, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Dorćol,Donji Dorćol,116.0,,8,,8.0,da,centralno grejanje,4.0,ne,,,0,terasa,,namešteno ,"TV, klima, veš mašina, frižider, šporet, ležaj",kuhinja ,,,,,https://www.4zida.rs/prodaja-stanova/donji-dorcol-dorcol-stari-grad-opstina-beograd/cetvorosoban-stan/636e14ac562e962f5a0a4044,"Donji Dorćol,Stari Grad opština",1.538,5.716666666666667
18,237000.0,stan,prodaja,"Južni Bulevar, Vračar, Beograd",Beograd,Vračar,Južni Bulevar,Vojvode Hrvoja,74.0,novo,3,,3.0,da,centralno grejanje,3.0,ne,,da,0,terasa,,prazno ,"telefon, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/juzni-bulevar-vracar-beograd/trosoban-stan/644926c876d0d329a502c7e5,"Vojvode Hrvoja,Vračar",3.949,13.3
21,260000.0,stan,prodaja,"Obilićev Venac, Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Maršala Birjuzova,74.0,,4,1960.0,5.0,da,centralno grejanje,3.0,ne,1 garažno mesto,da,1.0,"podrum, lođa",,polunamešteno ,"telefon, kablovska, klima","kupatilo, kuhinja, ostava ",,1.0,,,https://www.4zida.rs/prodaja-stanova/obilicev-venac-beograd-centar-stari-grad-opstina-beograd/trosoban-stan/64be5b44e52543723e0d9f27,"Maršala Birjuzova,Stari Grad opština",0.884,3.533333333333333
23,120000.0,stan,prodaja,"Kalenić, Vračar, Beograd",Beograd,Vračar,Kalenić,Ivana Đaje,34.0,renovirano,4,,4.0,da,grejanje na struju,1.0,ne,,,0,,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/kalenic-vracar-beograd/jednosoban-stan/64b90b3bda138cb0c20c180a,"Ivana Đaje,Vračar",2.498,8.533333333333333
26,520000.0,stan,prodaja,"Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Beograd centar,150.0,uobičajeno stanje,3,1937.0,4.0,da,centralno grejanje,4.0,ne,,,0,"podrum, terasa, lođa",,prazno ,"telefon, kablovska, internet, interfon",kupatila (2) ,,2.0,,,https://www.4zida.rs/prodaja-stanova/beograd-centar-stari-grad-opstina-beograd/cetvorosoban-stan/628cac7dd05bfa191c578773,"Beograd centar,Stari Grad opština",1.615,6.266666666666667
28,594944.0,stan,prodaja,"Crveni Krst Vračar, Vračar, Beograd",Beograd,Vračar,Crveni Krst Vračar,Tome Maksimovica,186.0,novo,6,2023.0,7.0,da,centralno grejanje,4.0,ne,1 garažno mesto,,1.0,terasa,,,telefon,,,,,,https://www.4zida.rs/prodaja-stanova/crveni-krst-vracar-vracar-beograd/cetvorosoban-stan/64be310f3e0779d0dc0642ac,"Tome Maksimovica,Vračar",4.102,15.033333333333333
32,1020000.0,stan,prodaja,"Dorćol, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Dorćol,Gospodar Jovanova,170.0,,1,,6.0,,,3.0,da,1 garažno mesto,,1.0,,,prazno ,interfon,,,,,,https://www.4zida.rs/prodaja-stanova/dorcol-stari-grad-opstina-beograd/troiposoban-stan/64b91a07b2ac55aea30264e7,"Gospodar Jovanova,Stari Grad opština",0.882,4.133333333333334
34,848000.0,stan,prodaja,"Karađorđev park, Vračar, Beograd",Beograd,Vračar,Karađorđev park,Borislava Pekića,160.0,novo,1,2020.0,4.0,da,,5.0,da,,,0,"alarm, terasa, fitnes, recepcija",,namešteno ,centralna klima,"kupatila (3+), toalet ",,3.0,,,https://www.4zida.rs/prodaja-stanova/karadjordjev-park-vracar-beograd/petosoban-stan/64e4a6f4462cc1a6a2036643,"Borislava Pekića,Vračar",2.291,7.866666666666666
36,137000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Aleksandra Belića,64.0,,4,,5.0,da,centralno grejanje,2.0,ne,,da,1.0,"podrum, lođa",,prazno ,,,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvoiposoban-stan/64bfeb54b16f1bd3c005845d,"Aleksandra Belića,Zvezdara opština",10.154,22.966666666666665
38,117300.0,stan,prodaja,"Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Kosovska,25.0,,-1,,5.0,da,etažno grejanje,1.0,ne,,da,1.0,podrum,,,,,,,,,https://www.4zida.rs/prodaja-stanova/beograd-centar-stari-grad-opstina-beograd/jednosoban-stan/64dd111d0fdc42616c011ebe,"Kosovska,Stari Grad opština",0.718,3.933333333333333
40,43000.0,stan,prodaja,"Crveni Krst Vračar, Vračar, Beograd",Beograd,Vračar,Crveni Krst Vračar,Metohijska,11.0,novo,0,,5.0,da,centralno grejanje,0.0,ne,,,1.0,,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/crveni-krst-vracar-vracar-beograd/garsonjera/62b585cc61f09269f33d61c3,"Metohijska,Vračar",4.137,14.55
42,122000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Petrarkina,61.0,uobičajeno stanje,9,,9.0,da,centralno grejanje,2.0,ne,,,1.0,"podrum, terasa",,prazno ,"kablovska, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvosoban-stan/64bfd777d4238f9e06059b7e,"Petrarkina,Zvezdara opština",9.163,21.083333333333332
43,375000.0,stan,prodaja,"Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Kneza Milosa,105.0,,4,1937.0,5.0,da,centralno grejanje,4.0,ne,,,1.0,"podrum, terasa",,,,,,,,,https://www.4zida.rs/prodaja-stanova/beograd-centar-stari-grad-opstina-beograd/cetvorosoban-stan/6414ac1b235082a0f004d35b,"Kneza Milosa,Stari Grad opština",1.75,6.7
45,150000.0,stan,prodaja,"Gradić Pejton, Čubura, Vračar, Beograd",Beograd,Vračar,Čubura,Makenzijeva,66.0,,-2,,5.0,da,grejanje na struju,3.0,ne,,,0,,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/gradic-pejton-cubura-vracar-beograd/troiposoban-stan/637ce88a0dc92027c0053f14,"Makenzijeva,Vračar",2.114,6.933333333333334
47,119000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Milića od Mačve,66.0,uobičajeno stanje,1,2017.0,3.0,da,etažno grejanje,2.0,da,,,0,terasa,,prazno ,"telefon, kablovska, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvosoban-stan/6470a136f76c3409a70fefb6,"Milića od Mačve,Zvezdara opština",8.973,23.433333333333334
49,253820.0,stan,prodaja,"Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Cara Urosa,73.0,novo,1,2023.0,7.0,da,centralno grejanje,3.0,ne,1 garažno mesto,da,1.0,terasa,,,telefon,,,,,,https://www.4zida.rs/prodaja-stanova/beograd-centar-stari-grad-opstina-beograd/trosoban-stan/64b02f100f6852822c0004dc,"Cara Urosa,Stari Grad opština",1.584,5.866666666666666
51,410000.0,stan,prodaja,"Hram Svetog Save, Neimar, Vračar, Beograd",Beograd,Vračar,Neimar,Brane Crnčevića,93.0,,2,1939.0,5.0,da,grejanje na struju,3.0,ne,,,0,,,prazno ,"internet, interfon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/hram-svetog-save-neimar-vracar-beograd/trosoban-stan/64c3bd3469b60a47c50196c6,"Brane Crnčevića,Vračar",2.702,9.716666666666667
53,125000.0,stan,prodaja,"Gradska Bolnica, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Gradska Bolnica,Dimitrija Tucovića,38.0,renovirano,6,,8.0,da,etažno grejanje,1.0,ne,,,1.0,terasa,,namešteno ,klima,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/gradska-bolnica-zvezdara-opstina-beograd/jednoiposoban-stan/64ca3804bfbe2fd8a60f6256,"Dimitrija Tucovića,Zvezdara opština",3.49,10.75
55,520000.0,stan,prodaja,"Kopitareva Gradina, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Kopitareva Gradina,Kopitareva Gradina,144.0,,3,,4.0,da,centralno grejanje,4.0,ne,,da,0,"terasa, lođa",,prazno ,telefon,kupatila (2) ,,2.0,,,https://www.4zida.rs/prodaja-stanova/kopitareva-gradina-stari-grad-opstina-beograd/cetvoroiposoban-stan/63e911f6bc42c5b6690c09d9,"Kopitareva Gradina,Stari Grad opština",1.029,6.083333333333333
57,400000.0,stan,prodaja,"Kalenić, Vračar, Beograd",Beograd,Vračar,Kalenić,Novopazarska,100.0,novo,1,2023.0,5.0,,centralno grejanje,4.0,da,1 garažno mesto,,1.0,terasa,,prazno ,"interfon, Kanalizacija",,,,,,https://www.4zida.rs/prodaja-stanova/kalenic-vracar-beograd/cetvoroiposoban-stan/641afd3513b358ff66031e8e,"Novopazarska,Vračar",2.835,10.066666666666666
59,51900.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Nikole Doksata,35.0,uobičajeno stanje,0,,4.0,da,grejanje na struju,1.0,ne,,da,0,,,,,,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/jednoiposoban-stan/64e5f9afa150d78775020491,"Nikole Doksata,Zvezdara opština",5.884,16.95
61,325000.0,stan,prodaja,"Knez Mihailova, Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Cara Lazara,62.0,,6,1960.0,6.0,da,centralno grejanje,2.0,ne,,da,1.0,"podrum, terasa",,,telefon,,,,,,https://www.4zida.rs/prodaja-stanova/knez-mihailova-beograd-centar-stari-grad-opstina-beograd/dvoiposoban-stan/64ac48cfaeb587c80c09b233,"Cara Lazara,Stari Grad opština",1.475,7.3
63,400000.0,stan,prodaja,"Slavija, Vračar, Beograd",Beograd,Vračar,Slavija,Deligradska,123.0,,4,,4.0,da,centralno grejanje,3.0,ne,,da,1.0,terasa,,prazno ,"telefon, kablovska, internet, interfon, klima",kupatila (2) ,,2.0,,,https://www.4zida.rs/prodaja-stanova/slavija-vracar-beograd/trosoban-stan/64df60d5578c1ca2d80a871b,"Deligradska,Vračar",2.051,7.983333333333333
65,110000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Jelisavete Andrejević,54.0,,2,2015.0,3.0,da,centralno grejanje,2.0,ne,,da,0,terasa,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvoiposoban-stan/64490be31937b83f7c08f7b6,"Jelisavete Andrejević,Zvezdara opština",11.341,18.35
67,349000.0,stan,prodaja,"Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Hilandarska,70.0,uobičajeno stanje,1,,2.0,da,etažno grejanje,2.0,ne,,da,0,podrum,,,"telefon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/beograd-centar-stari-grad-opstina-beograd/dvoiposoban-stan/648c656866d0e76230087ce6,"Hilandarska,Stari Grad opština",0.861,4.783333333333333
69,299000.0,stan,prodaja,"Hram Svetog Save, Neimar, Vračar, Beograd",Beograd,Vračar,Neimar,Kneginje Zorke,70.0,uobičajeno stanje,1,,7.0,da,centralno grejanje,3.0,ne,,da,1.0,"podrum, terasa",,prazno ,"kablovska, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/hram-svetog-save-neimar-vracar-beograd/trosoban-stan/64b65c3faeaf5a3e7c05312a,"Kneginje Zorke,Vračar",2.154,7.366666666666666
71,124000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Teodora Mirijevskog,63.0,,4,,4.0,da,etažno grejanje,2.0,da,,,1.0,terasa,,prazno ,interfon,,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvosoban-stan/6447bbb64e41c56e68046ff6,"Teodora Mirijevskog,Zvezdara opština",9.219,20.65
73,336000.0,stan,prodaja,"Donji Dorćol, Dorćol, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Dorćol,Žorža Klemansoa,95.0,,1,1960.0,5.0,da,centralno grejanje,3.0,ne,,da,1.0,"podrum, terasa",,,,,,,,,https://www.4zida.rs/prodaja-stanova/donji-dorcol-dorcol-stari-grad-opstina-beograd/trosoban-stan/648064ff2f4ec57b2d0eefb7,"Žorža Klemansoa,Stari Grad opština",1.061,4.35
75,286000.0,stan,prodaja,"Neimar, Vračar, Beograd",Beograd,Vračar,Neimar,Internacionalnih brigada,98.0,,4,,4.0,da,centralno grejanje,3.0,ne,,,0,tavan,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/neimar-vracar-beograd/troiposoban-stan/62e7c4f068cf264eba00e048,"Internacionalnih brigada,Vračar",2.867,9.983333333333333
77,380000.0,stan,prodaja,"Lion, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Lion,Đevđelijska,157.0,novo,5,2012.0,6.0,da,centralno grejanje,4.0,ne,1 garažno mesto,da,1.0,"podrum, terasa, lođa",,namešteno ,interfon,,,,,,https://www.4zida.rs/prodaja-stanova/lion-zvezdara-opstina-beograd/cetvorosoban-stan/64c8e02c47402e956404c6be,"Đevđelijska,Zvezdara opština",3.599,12.95
79,270000.0,stan,prodaja,"Donji Dorćol, Dorćol, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Dorćol,Visokog Stevana,63.0,renovirano,7,,7.0,da,centralno grejanje,3.0,ne,,da,1.0,"podrum, terase (2)",,namešteno ,"internet, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/donji-dorcol-dorcol-stari-grad-opstina-beograd/trosoban-stan/647f1b19d98e419c7305e41c,"Visokog Stevana,Stari Grad opština",1.48,5.383333333333334
81,387000.0,stan,prodaja,"Neimar, Vračar, Beograd",Beograd,Vračar,Neimar,Janka Veselinovića,103.0,,4,,4.0,da,centralno grejanje,4.0,ne,,,0,terasa,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/neimar-vracar-beograd/cetvoroiposoban-stan/629f752bea215737813df368,"Janka Veselinovića,Vračar",3.108,10.983333333333333
83,190000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Rudi Čajaveca,94.0,,1,,3.0,da,centralno grejanje,4.0,ne,,,0,"podrum, terasa",,prazno ,"kablovska, internet, interfon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/cetvorosoban-stan/64ba975712b06f45f80f00e3,"Rudi Čajaveca,Zvezdara opština",9.591,21.716666666666665
85,133500.0,stan,prodaja,"Gundulićev Venac, Donji Dorćol, Dorćol, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Dorćol,Budimska,49.0,održavano,0,1928.0,2.0,da,etažno grejanje,1.0,ne,,,0,podrum,,prazno ,,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/gundulicev-venac-donji-dorcol-dorcol-stari-grad-opstina-beograd/jednoiposoban-stan/643e4be183ea942b010c2d13,"Budimska,Stari Grad opština",1.365,5.65
87,235000.0,stan,prodaja,"Kalenić, Vračar, Beograd",Beograd,Vračar,Kalenić,Makenzijeva,66.0,,1,,6.0,da,centralno grejanje,2.0,ne,,,1.0,"podrum, terasa",,,,,,,,,https://www.4zida.rs/prodaja-stanova/kalenic-vracar-beograd/dvosoban-stan/64b18fc9cc1f454acd02b83d,"Makenzijeva,Vračar",2.114,6.933333333333334
89,164900.0,stan,prodaja,"Lion, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Lion,Svetomira Nikolajevića,72.0,,4,,5.0,da,grejanje na struju,2.0,ne,,,0,"podrum, terasa",,prazno ,"telefon, internet, interfon, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/lion-zvezdara-opstina-beograd/dvoiposoban-stan/64e371540556bd24210ae2bf,"Svetomira Nikolajevića,Zvezdara opština",3.841,12.8
91,115000.0,stan,prodaja,"Terazijska Terasa, Terazije, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Terazije,Admirala Geprata,35.0,renovirano,5,,5.0,da,etažno grejanje,2.0,ne,,da,0,terasa,,prazno ,,,,,,,https://www.4zida.rs/prodaja-stanova/terazijska-terasa-terazije-stari-grad-opstina-beograd/dvosoban-stan/64ca13c4990dc0a36e0b87f2,"Admirala Geprata,Stari Grad opština",1.416,5.566666666666666
93,909000.0,stan,prodaja,"Hram Svetog Save, Neimar, Vračar, Beograd",Beograd,Vračar,Neimar,Bulevar oslobođenja,202.0,novo,7,2022.0,8.0,,centralno grejanje,4.0,ne,1 garažno mesto,,1.0,terasa,,prazno ,"interfon, klima, Kanalizacija",,,,,,https://www.4zida.rs/prodaja-stanova/hram-svetog-save-neimar-vracar-beograd/cetvorosoban-stan/6374f2b1157e4973e4026f03,"Bulevar oslobođenja,Vračar",2.339,7.4
95,120000.0,stan,prodaja,"Olimp, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Olimp,Ariljska,53.0,renovirano,-1,,3.0,da,TA peć,3.0,ne,,,0,lođa,,prazno ,"interfon, klima, Kanalizacija",ostava ,,,,,https://www.4zida.rs/prodaja-stanova/olimp-zvezdara-opstina-beograd/trosoban-stan/64e3450f6a49dd4467073487,"Ariljska,Zvezdara opština",5.235,16.116666666666667
97,999000.0,stan,prodaja,"Bajlonijeva Pijaca, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Bajlonijeva Pijaca,Jelisavete Načić,288.0,uobičajeno stanje,0,,2.0,da,centralno grejanje,6.0,ne,,,0,terasa,,prazno ,telefon,kupatila (5) ,,5.0,,,https://www.4zida.rs/prodaja-stanova/bajlonijeva-pijaca-stari-grad-opstina-beograd/sestoiposoban-stan/64c7dc46e953a4e29f0cbe79,"Jelisavete Načić,Stari Grad opština",0.964,4.233333333333333
99,235000.0,stan,prodaja,"Južni Bulevar, Vračar, Beograd",Beograd,Vračar,Južni Bulevar,Šumatovačka,76.0,novo,-1,2023.0,5.0,da,centralno grejanje,4.0,ne,1 garažno mesto,da,1.0,terasa,,prazno ,"kablovska, klima","kupatilo, toalet ",,1.0,,,https://www.4zida.rs/prodaja-stanova/juzni-bulevar-vracar-beograd/cetvorosoban-stan/648723c4774ec5c34b0e65a6,"Šumatovačka,Vračar",3.373,11.9
101,188780.0,stan,prodaja,"Cvetkova Pijaca, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Cvetkova Pijaca,Gospodara Vučića,59.0,novo,3,2023.0,6.0,da,etažno grejanje,2.0,ne,1 garažno mesto,,1.0,terasa,,prazno ,"kablovska, internet, interfon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/cvetkova-pijaca-zvezdara-opstina-beograd/dvoiposoban-stan/64ba7a464c7bc9823200d912,"Gospodara Vučića,Zvezdara opština",4.862,14.633333333333333
103,400000.0,stan,prodaja,"Skupština, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Skupština,Vlajkovićeva,110.0,uobičajeno stanje,2,,4.0,da,centralno grejanje,4.0,ne,,da,1.0,,,,klima,,,,,,https://www.4zida.rs/prodaja-stanova/skupstina-stari-grad-opstina-beograd/cetvorosoban-stan/648c7095ce223806a60adaeb,"Vlajkovićeva,Stari Grad opština",0.825,4.433333333333334
105,150000.0,stan,prodaja,"Crveni Krst Vračar, Vračar, Beograd",Beograd,Vračar,Crveni Krst Vračar,Crveni Krst Vračar,47.0,uobičajeno stanje,5,,6.0,da,centralno grejanje,1.0,ne,,da,1.0,"podrum, terasa",,,,,,,,,https://www.4zida.rs/prodaja-stanova/crveni-krst-vracar-vracar-beograd/jednoiposoban-stan/64d41e5983b34adebe0147cd,"Crveni Krst Vračar,Vračar",3.167,11.116666666666667
107,79500.0,stan,prodaja,"Severni Bulevar, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Severni Bulevar,Veljka Dugoševića,32.0,uobičajeno stanje,0,1970.0,5.0,da,centralno grejanje,1.0,ne,,,0,"podrum, terasa",,prazno ,,"kupatilo, kuhinja ",,1.0,,,https://www.4zida.rs/prodaja-stanova/severni-bulevar-zvezdara-opstina-beograd/jednosoban-stan/64b9a419248fc4293f057c75,"Veljka Dugoševića,Zvezdara opština",4.185,13.933333333333334
109,199000.0,stan,prodaja,"Bajlonijeva Pijaca, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Bajlonijeva Pijaca,Džordža Vašingtona,63.0,uobičajeno stanje,5,1965.0,6.0,,centralno grejanje,3.0,ne,,,1.0,terasa,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/bajlonijeva-pijaca-stari-grad-opstina-beograd/trosoban-stan/6493043e3aa108775505a17f,"Džordža Vašingtona,Stari Grad opština",0.802,3.8833333333333333
111,287000.0,stan,prodaja,"Južni Bulevar, Vračar, Beograd",Beograd,Vračar,Južni Bulevar,Južni Bulevar,82.0,renovirano,12,,12.0,da,centralno grejanje,3.0,ne,,,1.0,terasa,,namešteno ,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",kuhinja ,,,,,https://www.4zida.rs/prodaja-stanova/juzni-bulevar-vracar-beograd/trosoban-stan/64d3a39b82749e98790ac18b,"Južni Bulevar,Vračar",4.043,12.116666666666667
113,98500.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Učitelja Dragutina Prokića,63.0,,2,,2.0,da,TA peć,3.0,ne,,,0,terasa,,prazno ,"interfon, Kanalizacija",,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/trosoban-stan/635ff671a7820c11ba0b918f,"Učitelja Dragutina Prokića,Zvezdara opština",9.086,20.516666666666666
115,279000.0,stan,prodaja,"Terazije, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Terazije,Nusiceva,62.0,,5,1939.0,5.0,da,centralno grejanje,2.0,ne,,,1.0,,,,telefon,,,,,,https://www.4zida.rs/prodaja-stanova/terazije-stari-grad-opstina-beograd/dvosoban-stan/63f3b6a7c18a250afe0ed6ad,"Nusiceva,Stari Grad opština",0.396,2.183333333333333
117,180000.0,stan,prodaja,"Slavija, Vračar, Beograd",Beograd,Vračar,Slavija,Birčaninova,69.0,renovirano,4,,4.0,da,etažno grejanje,2.0,ne,,da,0,terasa,,namešteno ,"telefon, kablovska, internet, klima",,,,,,https://www.4zida.rs/prodaja-stanova/slavija-vracar-beograd/dvosoban-stan/64d37379dfcb22967f02c1a8,"Birčaninova,Vračar",1.986,7.916666666666667
119,300000.0,stan,prodaja,"Zvezdara, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Zvezdara,Gusinjska,120.0,,5,,5.0,da,etažno grejanje,3.0,da,,da,0,terasa,,,klima,,,,,,https://www.4zida.rs/prodaja-stanova/zvezdara-zvezdara-opstina-beograd/trosoban-stan/648c693366d0e762300883d0,"Gusinjska,Zvezdara opština",5.968,18.033333333333335
121,950000.0,stan,prodaja,"Skadarlija, Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Gospodar Jevremova,260.0,uobičajeno stanje,1,,2.0,da,etažno grejanje,6.0,ne,,da,0,terasa,,,,,,,,,https://www.4zida.rs/prodaja-stanova/skadarlija-beograd-centar-stari-grad-opstina-beograd/sestosoban-stan/5e306836273171310302faa1,"Gospodar Jevremova,Stari Grad opština",0.564,2.6666666666666665
123,338000.0,stan,prodaja,"Kalenić, Vračar, Beograd",Beograd,Vračar,Kalenić,Cara Nikolaja II,87.0,novo,2,2023.0,6.0,,centralno grejanje,3.0,ne,1 garažno mesto,,1.0,terasa,,prazno ,interfon,,,,,,https://www.4zida.rs/prodaja-stanova/kalenic-vracar-beograd/trosoban-stan/6434500706900a2af30ccb1e,"Cara Nikolaja II,Vračar",2.902,9.866666666666667
125,125000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Jovanke Radaković,62.0,novo,2,,3.0,,etažno grejanje,3.0,da,,da,0,terasa,,prazno ,"interfon, Kanalizacija",ostava ,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/trosoban-stan/637661a4c60b5f71fd09a946,"Jovanke Radaković,Zvezdara opština",5.803,16.35
127,245000.0,stan,prodaja,"Beograd centar, Stari Grad opština, Beograd",Beograd,Stari Grad opština,Beograd centar,Balkanska,88.0,,1,,3.0,da,TA peć,4.0,ne,,,0,terasa,,prazno ,"interfon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/beograd-centar-stari-grad-opstina-beograd/cetvorosoban-stan/64071f6282d1866a9209d6b1,"Balkanska,Stari Grad opština",0.37,1.6166666666666667
129,310000.0,stan,prodaja,"Južni Bulevar, Vračar, Beograd",Beograd,Vračar,Južni Bulevar,Politova,86.0,novo,3,2010.0,5.0,da,centralno grejanje,3.0,ne,1 garažno mesto,,1.0,terasa,,prazno ,"kablovska, internet, interfon, klima",ostava ,,,,,https://www.4zida.rs/prodaja-stanova/juzni-bulevar-vracar-beograd/trosoban-stan/63cbb10c519afa8efb0c89bd,"Politova,Vračar",3.657,12.083333333333334
131,115000.0,stan,prodaja,"Cvetanova Ćuprija, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Cvetanova Ćuprija,Mate Milošević,49.0,,-1,,-1.0,da,etažno grejanje,2.0,ne,,,0,lođa,,,,kuhinja ,,,,,https://www.4zida.rs/prodaja-stanova/cvetanova-cuprija-zvezdara-opstina-beograd/dvoiposoban-stan/64902e19c96ff79e460824f2,"Mate Milošević,Zvezdara opština",11.34,18.583333333333332
