id,cena,tip,po_izn,lokacija,grad,opstina,naselje,ulica,povrsina,stanje,sprat,godina,spratnost,uknjizenost,grejanje,sobnost,parking,garaza,useljivo,lift,infrastruktura,tipobjekata,namestenost,opremljenost,unutrasnje,tipobjekta,kupatila,plac,etaza,url,kombinovana-lokacija,rastojanje,trajanje
2307,71990.0,stan,prodaja,"Konjarnik, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Konjarnik,Mihaila Todorovića,30.0,renovirano,3,,4.0,,TA peć,1.0,ne,,da,0,terasa,,prazno ,"kablovska, internet, klima",,,,,,https://www.4zida.rs/prodaja-stanova/konjarnik-zvezdara-opstina-beograd/jednoiposoban-stan/645a1328013781b9ac0f8a71,"Mihaila Todorovića,Zvezdara opština",8.082,14.333333333333334
2308,115000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Vladislava Bajčevića,54.0,renovirano,-1,,-1.0,da,,2.0,ne,,,1.0,"podrum, lođa",,namešteno ,"kablovska, interfon, TV, klima, Kanalizacija",,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvoiposoban-stan/633454922f429ec4420490ad,"Vladislava Bajčevića,Zvezdara opština",8.986,20.383333333333333
2309,179000.0,stan,prodaja,"Cvetkova Pijaca, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Cvetkova Pijaca,Čardaklijina,78.0,uobičajeno stanje,-1,2000.0,2.0,da,centralno grejanje,3.0,da,,,0,"terasa, lođa",,prazno ,"telefon, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/cvetkova-pijaca-zvezdara-opstina-beograd/trosoban-stan/645a3b6462b789b3890a1726,"Čardaklijina,Zvezdara opština",5.627,18.366666666666667
2310,150000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Radivoja Markovića,95.0,uobičajeno stanje,4,,4.0,da,centralno grejanje,4.0,da,,,0,terasa,,prazno ,telefon,kupatila (2) ,,2.0,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/cetvorosoban-stan/61b39fc2ac425e1fcf3fd4a3,"Radivoja Markovića,Zvezdara opština",6.989,20.15
2311,150000.0,stan,prodaja,"Mali Mokri Lug, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mali Mokri Lug,Bosanska,95.0,novo,4,2020.0,4.0,ne,etažno grejanje,3.0,ne,,,1.0,terasa,,prazno ,"kablovska, interfon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/mali-mokri-lug-zvezdara-opstina-beograd/troiposoban-stan/61b39fb9ffe62154fe7bbfa3,"Bosanska,Zvezdara opština",9.897,14.666666666666666
2312,67000.0,stan,prodaja,"Ledine, Novi Beograd, Beograd",Beograd,Novi Beograd,Ledine,Sterijina,67.0,novo,-2,2017.0,2.0,da,etažno grejanje,1.0,da,,da,0,,,prazno ,,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/ledine-novi-beograd-beograd/jednosoban-stan/6457f61ba5321da2fd069fd1,"Sterijina,Novi Beograd",1.921,8.75
2313,300000.0,stan,prodaja,"A Blok - Blok 67a, Novi Beograd, Beograd",Beograd,Novi Beograd,A Blok - Blok 67a,Jurija Gagarina,89.0,novo,5,,10.0,da,,3.0,ne,1 garažno mesto,da,1.0,terasa,,namešteno ,"telefon, kablovska, internet, klima",,,,,,https://www.4zida.rs/prodaja-stanova/a-blok-blok-67a-novi-beograd-beograd/trosoban-stan/6409cc051e58009ffa006506,"Jurija Gagarina,Novi Beograd",8.759,19.583333333333332
2314,230000.0,stan,prodaja,"Blok 23, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 23,Bulevar Arsenija Čarnojevića,70.0,,10,,12.0,da,centralno grejanje,3.0,ne,,,1.0,lođa,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-23-novi-beograd-beograd/trosoban-stan/6458de09f4d69ee5d905c529,"Bulevar Arsenija Čarnojevića,Novi Beograd",4.347,11.05
2315,285000.0,stan,prodaja,"Bežanijska kosa 1, Bežanijska kosa, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijska kosa,Danila Lekića Španca,94.0,,3,,4.0,,centralno grejanje,3.0,ne,,,0,,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/bezanijska-kosa-1-bezanijska-kosa-novi-beograd-beograd/troiposoban-stan/6459164db295e8cd950ae375,"Danila Lekića Španca,Novi Beograd",7.61,15.083333333333334
2316,162000.0,stan,prodaja,"Blok 61, Bežanijski Blokovi, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijski Blokovi,Blok 61,71.0,,10,1985.0,15.0,da,centralno grejanje,2.0,ne,,,2.0,lođa,,prazno ,,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-61-bezanijski-blokovi-novi-beograd-beograd/dvoiposoban-stan/61aa0357564b9c2da028bf52,"Blok 61,Novi Beograd",9.043,21.383333333333333
2317,152000.0,stan,prodaja,"Blok 37, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 37,Bul Arsenija Carnojevica,73.0,,2,1970.0,4.0,da,centralno grejanje,2.0,ne,,,0,terasa,,,,,,,,,https://www.4zida.rs/prodaja-stanova/blok-37-novi-beograd-beograd/dvoiposoban-stan/63e625abb60b63b6d708c1a3,"Bul Arsenija Carnojevica,Novi Beograd",4.215,10.4
2318,250000.0,stan,prodaja,"Bežanijska kosa 2, Bežanijska kosa, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijska kosa,Marka Čelebonovića,105.0,,-1,,-1.0,da,,3.0,ne,,,0,podrum,,,,kuhinja ,,,,,https://www.4zida.rs/prodaja-stanova/bezanijska-kosa-2-bezanijska-kosa-novi-beograd-beograd/troiposoban-stan/6481ab9c747739da40078ea3,"Marka Čelebonovića,Novi Beograd",11.139,16.466666666666665
2319,266239.0,stan,prodaja,"Blok 64, Bežanijski Blokovi, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijski Blokovi,Bg,101.0,u izgradnji,5,,10.0,da,centralno grejanje,4.0,ne,,,2.0,terasa,,prazno ,klima,"kupatila (2), toalet ",,2.0,,,https://www.4zida.rs/prodaja-stanova/blok-64-bezanijski-blokovi-novi-beograd-beograd/cetvorosoban-stan/61b33cf82e406443df6ee4b0,"Bg,Novi Beograd",8.487,17.583333333333332
2320,86000.0,stan,prodaja,"Blok 11c - Stari Merkator, Blok 11, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 11,Bulevar maršala Tolbuhina,44.0,,0,,15.0,da,centralno grejanje,2.0,ne,,,0,terasa,,prazno ,,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-11c-stari-merkator-blok-11-novi-beograd-beograd/dvosoban-stan/6481bcc18702fc54b507853e,"Bulevar maršala Tolbuhina,Novi Beograd",5.241,11.35
2321,141800.0,stan,prodaja,"Blok 62, Bežanijski Blokovi, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijski Blokovi,Dušana Vukasovića,65.0,,0,,11.0,da,centralno grejanje,2.0,ne,,da,1.0,"podrum, terasa",,,klima,,,,,,https://www.4zida.rs/prodaja-stanova/blok-62-bezanijski-blokovi-novi-beograd-beograd/dvoiposoban-stan/648c651466d0e76230087c4d,"Dušana Vukasovića,Novi Beograd",8.674,18.9
2322,179000.0,stan,prodaja,"Blok 23, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 23,Bulevar Arsenija Čarnojevića,70.0,renovirano,10,,11.0,da,centralno grejanje,3.0,ne,,da,2.0,lođe (2),,,interfon,,,,,,https://www.4zida.rs/prodaja-stanova/blok-23-novi-beograd-beograd/trosoban-stan/6481d62e42ad911930051673,"Bulevar Arsenija Čarnojevića,Novi Beograd",4.347,11.05
2323,105000.0,stan,prodaja,"Blok 34, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 34,Bulevar Zorana Đinđića,42.0,uobičajeno stanje,5,,7.0,da,centralno grejanje,1.0,ne,,,0,terasa,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-34-novi-beograd-beograd/jednosoban-stan/6481e3d5a73d9515970f24a3,"Bulevar Zorana Đinđića,Novi Beograd",4.166,9.516666666666667
2324,210600.0,stan,prodaja,"Blok 65 - WEST 65, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 65 - WEST 65,Tadije Sondermajera,54.0,novo,2,,6.0,da,centralno grejanje,2.0,da,1 garažno mesto,,0,podrum,,prazno ,interfon,,,,,,https://www.4zida.rs/prodaja-stanova/blok-65-west-65-novi-beograd-beograd/dvosoban-stan/6447de51941bc2c88b0e63fc,"Tadije Sondermajera,Novi Beograd",6.492,16.05
2325,269900.0,stan,prodaja,"Blok 19 Sava Centar, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 19 Sava Centar,Vladimira Popovića,90.0,uobičajeno stanje,3,,8.0,da,centralno grejanje,4.0,da,,,1.0,"podrum, lođa",,prazno ,telefon,kupatila (2) ,,2.0,,,https://www.4zida.rs/prodaja-stanova/blok-19-sava-centar-novi-beograd-beograd/cetvorosoban-stan/648315e6fe9b4464fe0d9600,"Vladimira Popovića,Novi Beograd",4.012,9.516666666666667
2326,173000.0,stan,prodaja,"Blok 44 TC Piramida, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 44 TC Piramida,Nehruova,66.0,uobičajeno stanje,4,1986.0,7.0,da,centralno grejanje,2.0,ne,,,1.0,terasa,,prazno ,,,,,,,https://www.4zida.rs/prodaja-stanova/blok-44-tc-piramida-novi-beograd-beograd/dvoiposoban-stan/645b9bcd949abcaf9c08cfef,"Nehruova,Novi Beograd",7.659,15.966666666666667
2327,220000.0,stan,prodaja,"Blok 23, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 23,Bulevar Arsenija Čarnojevića,73.0,uobičajeno stanje,4,,11.0,da,centralno grejanje,3.0,ne,,,1.0,terasa,,prazno ,"telefon, kablovska, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-23-novi-beograd-beograd/trosoban-stan/648331df3e506446540fcadd,"Bulevar Arsenija Čarnojevića,Novi Beograd",4.347,11.05
2379,170000.0,stan,prodaja,"Kluz, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Kluz,Ruđera Boškovića,70.0,novo,1,,5.0,,centralno grejanje,3.0,ne,1 garažno mesto,da,1.0,terasa,,prazno ,"telefon, kablovska, internet, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/kluz-zvezdara-opstina-beograd/trosoban-stan/6328ebfcac9e3484b7081f3b,"Ruđera Boškovića,Zvezdara opština",5.774,19.2
2380,195000.0,stan,prodaja,"Crveni Krst, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Crveni Krst,Pop Stojanova,108.0,potrebno renoviranje,2,,2.0,da,etažno grejanje,3.0,ne,,,0,terasa,,prazno ,telefon,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/crveni-krst-zvezdara-opstina-beograd/trosoban-stan/645b9d11949abcaf9c08d077,"Pop Stojanova,Zvezdara opština",3.491,11.6
2381,110900.0,stan,prodaja,"Učiteljsko Naselje, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Učiteljsko Naselje,Učiteljsko Naselje,58.0,renovirano,0,2010.0,3.0,da,norveški radijatori,2.0,ne,,da,0,"dvorište, terasa",,namešteno ,"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar","kupatilo, kuhinja ",,1.0,,,https://www.4zida.rs/prodaja-stanova/uciteljsko-naselje-zvezdara-opstina-beograd/dvoiposoban-stan/64342b5ee4fd4302f90f8319,"Učiteljsko Naselje,Zvezdara opština",8.82,18.366666666666667
2382,160000.0,stan,prodaja,"Slavujev Venac, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Slavujev Venac,Svetog Nikole,79.0,,-1,,-1.0,da,TA peć,3.0,ne,,da,0,,,,,,,,,,https://www.4zida.rs/prodaja-stanova/slavujev-venac-zvezdara-opstina-beograd/trosoban-stan/645bced0e21c9e87020147aa,"Svetog Nikole,Zvezdara opština",3.452,11.716666666666667
2383,149000.0,stan,prodaja,"Bulbulder, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Bulbulder,Marka Oreškovića,43.0,novo,2,,4.0,da,centralno grejanje,2.0,ne,,,0,,,polunamešteno ,"interfon, klima",kuhinja ,,,,,https://www.4zida.rs/prodaja-stanova/bulbulder-zvezdara-opstina-beograd/dvosoban-stan/6426acaa05d27bc008080894,"Marka Oreškovića,Zvezdara opština",3.034,10.733333333333333
2384,182000.0,stan,prodaja,"Lipov Lad, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Lipov Lad,Lipov Lad,75.0,novo,4,2023.0,5.0,,centralno grejanje,3.0,da,1 garažno mesto,,1.0,terasa,,prazno ,"interfon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/lipov-lad-zvezdara-opstina-beograd/trosoban-stan/645ca83af2a6fd341d03e19b,"Lipov Lad,Zvezdara opština",4.113,14.083333333333334
2385,238545.0,stan,prodaja,"Cvetkova Pijaca, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Cvetkova Pijaca,Podujevska,106.0,novo,5,,5.0,da,centralno grejanje,3.0,ne,,da,1.0,terasa,,prazno ,,,,,,,https://www.4zida.rs/prodaja-stanova/cvetkova-pijaca-zvezdara-opstina-beograd/trosoban-stan/63bfd2d52dcdb51bfa0e82e5,"Podujevska,Zvezdara opština",5.257,16.816666666666666
2386,140000.0,stan,prodaja,"Olimp, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Olimp,Vjekoslava Kovača,71.0,uobičajeno stanje,3,,11.0,da,centralno grejanje,2.0,ne,,,1.0,terasa,,prazno ,,,,,,,https://www.4zida.rs/prodaja-stanova/olimp-zvezdara-opstina-beograd/dvosoban-stan/643537bfee7cee0eeb02b1be,"Vjekoslava Kovača,Zvezdara opština",5.415,16.4
2387,124000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Jovanke Radaković,62.0,novo,2,,3.0,ne,etažno grejanje,3.0,da,,,0,terasa,,prazno ,"telefon, kablovska",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/trosoban-stan/6435652ca6ff197edd001e8a,"Jovanke Radaković,Zvezdara opština",5.803,16.35
2388,110000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Kapetana Miloša Žunjića,56.0,luksuzno,1,,4.0,da,etažno grejanje,2.0,ne,,,0,terase (2),,prazno ,"telefon, kablovska, klima","kupatilo, kuhinja ",,1.0,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvoiposoban-stan/64356bfceb45982dea05ec66,"Kapetana Miloša Žunjića,Zvezdara opština",9.525,21.983333333333334
2389,237000.0,stan,prodaja,"Vukov Spomenik, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Vukov Spomenik,Držićeva,72.0,luksuzno,3,,5.0,da,centralno grejanje,3.0,ne,1 garažno mesto,,0,terase (2),,prazno ,"telefon, kablovska","kupatilo, toalet, kuhinja ",,1.0,,,https://www.4zida.rs/prodaja-stanova/vukov-spomenik-zvezdara-opstina-beograd/trosoban-stan/64357290681e1b5a780ca898,"Držićeva,Zvezdara opština",2.464,9.933333333333334
2390,179000.0,stan,prodaja,"Olimp, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Olimp,Čardaklijina,78.0,,-1,,2.0,da,centralno grejanje,3.0,da,,da,0,terasa,,prazno ,"telefon, kablovska, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/olimp-zvezdara-opstina-beograd/trosoban-stan/63c0512ffb169a71480a32ca,"Čardaklijina,Zvezdara opština",5.627,18.366666666666667
2391,189000.0,stan,prodaja,"Cvetkova Pijaca, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Cvetkova Pijaca,Čardaklijina,78.0,,-1,2008.0,2.0,,,3.0,da,1 garažno mesto,,0,Bazen za plivanje,,namešteno ,klima,kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/cvetkova-pijaca-zvezdara-opstina-beograd/trosoban-stan/63c1086971f0abb21e02d667,"Čardaklijina,Zvezdara opština",5.627,18.366666666666667
2392,110000.0,stan,prodaja,"Lion, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Lion,Milana Rakića,33.0,u izgradnji,6,,10.0,,centralno grejanje,1.0,ne,,,1.0,terasa,,prazno ,"telefon, kablovska, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/lion-zvezdara-opstina-beograd/jednosoban-stan/645e2bc1766e2524a80dbaed,"Milana Rakića,Zvezdara opština",5.045,14.75
2393,125000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Vitezova Karađorđeve Zvezde,66.0,uobičajeno stanje,1,2004.0,3.0,da,grejanje na struju,2.0,ne,,,0,terasa,,prazno ,"telefon, kablovska, internet, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvoiposoban-stan/639879e624118655d8007ebe,"Vitezova Karađorđeve Zvezde,Zvezdara opština",8.347,18.283333333333335
2394,148900.0,stan,prodaja,"Lion, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Lion,Radoja Domanovića,54.0,,3,,3.0,da,etažno grejanje,2.0,ne,,da,0,,,prazno ,"telefon, internet, interfon, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/lion-zvezdara-opstina-beograd/dvosoban-stan/6436a12b879472f3d000bd33,"Radoja Domanovića,Zvezdara opština",3.909,12.516666666666667
2395,220000.0,stan,prodaja,"Hotel YU, Novi Beograd, Beograd",Beograd,Novi Beograd,Hotel YU,Bulevar Nikole Tesle,70.0,renovirano,-1,,4.0,,centralno grejanje,2.0,da,,,0,,,namešteno ,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",kuhinja ,,,,,https://www.4zida.rs/prodaja-stanova/hotel-yu-novi-beograd-beograd/dvosoban-stan/6395f6d773ef7ae27f0d01a3,"Bulevar Nikole Tesle,Novi Beograd",4.768,9.633333333333333
2396,175000.0,stan,prodaja,"Bežanijska kosa 2, Bežanijska kosa, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijska kosa,Peđe Milosavljevića,75.0,renovirano,6,1994.0,7.0,da,,3.0,da,,,1.0,"podrum, lođa",,,"telefon, kablovska, interfon, TV, klima, Kanalizacija","kupatilo, kuhinja ",,1.0,,,https://www.4zida.rs/prodaja-stanova/bezanijska-kosa-2-bezanijska-kosa-novi-beograd-beograd/troiposoban-stan/62554f18ef31192f8b18bad3,"Peđe Milosavljevića,Novi Beograd",9.035,16.416666666666668
2397,288800.0,stan,prodaja,"Tošin Bunar, Novi Beograd, Beograd",Beograd,Novi Beograd,Tošin Bunar,Tosin bunar,76.0,novo,4,,7.0,ne,,3.0,ne,,da,0,,,,,,,,,,https://www.4zida.rs/prodaja-stanova/tosin-bunar-novi-beograd-beograd/trosoban-stan/648483307bac51da110f6de1,"Tosin bunar,Novi Beograd",6.879,16.166666666666668
2398,193000.0,stan,prodaja,"Bežanijska kosa 2, Bežanijska kosa, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijska kosa,Marka Čelebonovića,88.0,renovirano,5,,6.0,da,centralno grejanje,3.0,da,,,1.0,terasa,,namešteno ,"telefon, kablovska, internet, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/bezanijska-kosa-2-bezanijska-kosa-novi-beograd-beograd/trosoban-stan/64356a7e5e43716f8f05c32a,"Marka Čelebonovića,Novi Beograd",11.139,16.466666666666665
2399,250000.0,stan,prodaja,"Blok 70, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 70,Jurija Gagarina,96.0,uobičajeno stanje,3,,11.0,da,centralno grejanje,3.0,ne,,da,1.0,"podrum, terasa",,,klima,,,,,,https://www.4zida.rs/prodaja-stanova/blok-70-novi-beograd-beograd/troiposoban-stan/648c662966d0e76230087e3c,"Jurija Gagarina,Novi Beograd",8.759,19.583333333333332
2400,137000.0,stan,prodaja,"Blok 63, Bežanijski Blokovi, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijski Blokovi,Gandijeva,50.0,,1,,9.0,da,centralno grejanje,1.0,ne,,da,0,,,,,,,,,,https://www.4zida.rs/prodaja-stanova/blok-63-bezanijski-blokovi-novi-beograd-beograd/jednoiposoban-stan/648c682066d0e762300881cc,"Gandijeva,Novi Beograd",7.585,17.083333333333332
2401,285000.0,stan,prodaja,"Bežanijska kosa, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijska kosa,Danila Lekića Španca,94.0,renovirano,4,,4.0,da,etažno grejanje,3.0,da,,,0,"podrum, terasa",,prazno ,"interfon, klima",,,,,,https://www.4zida.rs/prodaja-stanova/bezanijska-kosa-novi-beograd-beograd/troiposoban-stan/645e06530b4091ded50ffc43,"Danila Lekića Španca,Novi Beograd",7.61,15.083333333333334
2402,325000.0,stan,prodaja,"Blok 25 - Arena, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 25 - Arena,Antifašističke borbe,86.0,novo,1,2000.0,7.0,da,centralno grejanje,3.0,ne,,,1.0,terasa,,prazno ,"telefon, klima",kupatila (2) ,,2.0,,,https://www.4zida.rs/prodaja-stanova/blok-25-arena-novi-beograd-beograd/trosoban-stan/638211f770883b347508f719,"Antifašističke borbe,Novi Beograd",3.551,8.283333333333333
2403,150000.0,stan,prodaja,"Blok 61, Bežanijski Blokovi, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijski Blokovi,Jurija Gagarina,74.0,,17,,19.0,da,centralno grejanje,2.0,ne,,,0,,,prazno ,telefon,kupatila (2) ,,2.0,,,https://www.4zida.rs/prodaja-stanova/blok-61-bezanijski-blokovi-novi-beograd-beograd/dvoiposoban-stan/6217686c9e084d62fc685403,"Jurija Gagarina,Novi Beograd",8.759,19.583333333333332
2404,120000.0,stan,prodaja,"Tošin Bunar, Novi Beograd, Beograd",Beograd,Novi Beograd,Tošin Bunar,Tošin bunar,65.0,uobičajeno stanje,4,,5.0,da,centralno grejanje,2.0,ne,,da,1.0,"podrum, lođa",,prazno ,"telefon, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/tosin-bunar-novi-beograd-beograd/dvosoban-stan/6485e2bb32db4b92240e71a6,"Tošin bunar,Novi Beograd",6.879,16.166666666666668
2405,140000.0,stan,prodaja,"Blok 61, Bežanijski Blokovi, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijski Blokovi,Jurija Gagarina,65.0,uobičajeno stanje,10,,11.0,da,centralno grejanje,1.0,ne,,da,1.0,"podrum, terasa",,prazno ,"telefon, interfon",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-61-bezanijski-blokovi-novi-beograd-beograd/jednoiposoban-stan/6485e2bc32db4b92240e71a9,"Jurija Gagarina,Novi Beograd",8.759,19.583333333333332
2406,177900.0,stan,prodaja,"Blok 11c - Stari Merkator, Blok 11, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 11,Luja Adamiča,75.0,uobičajeno stanje,5,,6.0,da,centralno grejanje,3.0,ne,,da,0,terase (3+),,,,,,,,,https://www.4zida.rs/prodaja-stanova/blok-11c-stari-merkator-blok-11-novi-beograd-beograd/trosoban-stan/63e129e75e0f430725054d06,"Luja Adamiča,Novi Beograd",5.952,13.416666666666666
2407,119000.0,stan,prodaja,"Blok 7 - Paviljoni, Paviljoni, Novi Beograd, Beograd",Beograd,Novi Beograd,Paviljoni,General Ždanova,46.0,,5,,6.0,da,centralno grejanje,2.0,da,,da,1.0,"podrum, terasa",,prazno ,"telefon, interfon, klima",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-7-paviljoni-paviljoni-novi-beograd-beograd/dvoiposoban-stan/6485f7bbbcc31a52d8097067,"General Ždanova,Novi Beograd",6.032,13.766666666666667
2408,187000.0,stan,prodaja,"Bežanijska kosa 2, Bežanijska kosa, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijska kosa,Ljubinke Bobić,79.0,održavano,2,,6.0,da,,3.0,da,,da,1.0,"terasa, lođa",,,klima,"kuhinja, ostava ",,,,,https://www.4zida.rs/prodaja-stanova/bezanijska-kosa-2-bezanijska-kosa-novi-beograd-beograd/troiposoban-stan/640f73fe935197860e09934f,"Ljubinke Bobić,Novi Beograd",9.296,17.583333333333332
2409,187000.0,stan,prodaja,"Blok 71, Novi Beograd, Beograd",Beograd,Novi Beograd,Blok 71,Blok 71,85.0,održavano,4,,6.0,da,centralno grejanje,3.0,da,,da,1.0,"podrum, lođe (2)",,polunamešteno ,kablovska,"kupatilo, toalet, kuhinja ",,1.0,,,https://www.4zida.rs/prodaja-stanova/blok-71-novi-beograd-beograd/troiposoban-stan/64ae36a35ca30df62d0653b1,"Blok 71,Novi Beograd",9.023,19.55
2410,340000.0,stan,prodaja,"Blok 63, Bežanijski Blokovi, Novi Beograd, Beograd",Beograd,Novi Beograd,Bežanijski Blokovi,Vojvođanska,95.0,novo,4,2020.0,10.0,da,centralno grejanje,3.0,ne,,da,1.0,"terasa, lođa",,,,,,,,,https://www.4zida.rs/prodaja-stanova/blok-63-bezanijski-blokovi-novi-beograd-beograd/trosoban-stan/648c68bd66d0e7623008830d,"Vojvođanska,Novi Beograd",9.131,19.866666666666667
2454,120000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Ivana Sarića,56.0,održavano,2,,4.0,da,,2.0,ne,,,0,,,,"kablovska, TV, Kanalizacija",,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/dvoiposoban-stan/645e63bdb6292a94b7019187,"Ivana Sarića,Zvezdara opština",10.108,22.833333333333332
2455,98000.0,stan,prodaja,"Mirijevo, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Mirijevo,Ivana Sarića,55.0,,1,,4.0,da,,1.0,ne,,,0,,,,"kablovska, TV, Kanalizacija",,,,,,https://www.4zida.rs/prodaja-stanova/mirijevo-zvezdara-opstina-beograd/jednoiposoban-stan/645e63bdb6292a94b701918a,"Ivana Sarića,Zvezdara opština",10.108,22.833333333333332
2456,39900.0,stan,prodaja,"Konjarnik, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Konjarnik,Bulevar Kralja Aleksandra,31.0,,1,,2.0,da,grejanje na struju,1.0,ne,,,0,,,prazno ,"telefon, kablovska, internet",kupatilo ,,1.0,,,https://www.4zida.rs/prodaja-stanova/konjarnik-zvezdara-opstina-beograd/jednosoban-stan/645e67e24a3401a069041cf2,"Bulevar Kralja Aleksandra,Zvezdara opština",12.072,20.116666666666667
2457,176400.0,stan,prodaja,"Zvezdara, Zvezdara opština, Beograd",Beograd,Zvezdara opština,Zvezdara,Zvezdara,63.0,novo,1,,4.0,da,,3.0,ne,1 garažno mesto,,1.0,,,prazno ,"kablovska, internet, interfon, klima, Kanalizacija",,,,,,https://www.4zida.rs/prodaja-stanova/zvezdara-zvezdara-opstina-beograd/trosoban-stan/645e78cc8ef9c9a40301461a,"Zvezdara,Zvezdara opština",7.776,20.983333333333334
